LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
7,2024-09-16 16:34:10.000,0,999.82,32.81,100,7672.92,10
7,2024-09-16 16:35:07.000,0,999.88,32.89,100,7976.67,11.26
7,2024-09-16 16:36:07.000,0,999.88,32.87,100,7877.5,11.07
7,2024-09-16 16:37:07.000,0,999.86,32.83,100,7562.5,10.08
7,2024-09-16 16:38:07.000,0,999.86,32.78,100,7438.33,9.9
7,2024-09-16 16:39:07.000,0,999.88,32.7,100,7472.5,9.96
7,2024-09-16 16:40:07.000,0,999.86,32.67,100,7497.5,9.94
7,2024-09-16 16:41:07.000,0,999.9,32.68,100,7583.33,10.35
7,2024-09-16 16:42:07.000,0,999.94,32.67,100,7665.83,10.54
7,2024-09-16 16:43:07.000,0,999.93,32.62,100,7624.17,10.45
7,2024-09-16 16:44:07.000,0,999.95,32.57,100,7448.33,9.84
7,2024-09-16 16:45:07.000,0,999.88,32.48,100,7125,9.14
7,2024-09-16 16:46:07.000,0,1000.04,32.48,100,6818.33,8.4
7,2024-09-16 16:47:07.000,0,1000.03,32.44,100,6418.33,7.42
7,2024-09-16 16:48:07.000,0,1000.06,32.35,100,6134.17,6.85
7,2024-09-16 16:49:07.000,0,1000.06,32.31,100,5841.67,6.32
7,2024-09-16 16:50:07.000,0,1000.07,32.31,100,5630.83,6
7,2024-09-16 16:51:07.000,0,1000.03,32.26,100,5235.83,5.19
7,2024-09-16 16:52:07.000,0,1000.05,32.17,100,4878.33,4.66
7,2024-09-16 16:53:07.000,0,1000.06,32.13,100,4692.5,4.26
7,2024-09-16 16:54:07.000,0,1000.09,32.1,100,4661.67,4.28
7,2024-09-16 16:55:07.000,0,1000.15,32.07,100,4756.67,4.32
7,2024-09-16 16:56:07.000,0,1000.16,32.04,100,4855.83,4.42
7,2024-09-16 16:57:07.000,0,1000.12,31.97,100,4892.5,4.7
7,2024-09-16 16:58:07.000,0,1000.17,31.95,100,4929.17,4.73
7,2024-09-16 16:59:07.000,0,1000.17,31.91,100,4885,4.65
7,2024-09-16 17:00:07.000,0,1000.22,31.85,100,4805.83,4.62
7,2024-09-16 17:01:07.000,0,1000.17,31.73,100,4781.67,4.58
7,2024-09-16 17:02:07.000,0,1000.15,31.71,100,4756.67,4.54
7,2024-09-16 17:03:07.000,0,1000.23,31.71,100,4772.5,4.36
7,2024-09-16 17:04:07.000,0,1000.14,31.63,100,4798.33,4.34
7,2024-09-16 17:05:07.000,0,1000.23,31.52,100,4815,4.38
7,2024-09-16 17:06:07.000,0,1000.11,31.48,100,4750,4.3
7,2024-09-16 17:07:07.000,0,1000.15,31.43,100,4655,4.16
7,2024-09-16 17:08:07.000,0,1000.19,31.44,100,4530.83,3.84
7,2024-09-16 17:09:07.000,0,1000.2,31.4,100,4292.5,3.46
7,2024-09-16 17:10:07.000,0,1000.27,31.42,100,3894.17,2.94
7,2024-09-16 17:11:07.000,0,1000.29,31.42,100,3510,2.55
7,2024-09-16 17:12:08.000,0,1000.33,31.32,100,3355.83,2.3
7,2024-09-16 17:13:08.000,0,1000.32,31.25,100,3278.33,2.27
7,2024-09-16 17:14:08.000,0,1000.38,31.11,100,3188.33,2.02
7,2024-09-16 17:15:08.000,0,1000.47,31.01,100,3115,1.96
7,2024-09-16 17:16:08.000,0,1000.48,30.9,100,3030.83,1.95
