LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
4,2024-09-24 05:30:07.000,0,1007.25,25.86,100,24.17,0
4,2024-09-24 05:31:07.000,0,1007.25,25.85,100,30.83,0
4,2024-09-24 05:32:07.000,0,1007.22,25.84,100,38.33,0
4,2024-09-24 05:33:07.000,0,1007.22,25.84,100,47.5,0
4,2024-09-24 05:34:07.000,0,1007.25,25.82,100,59.17,0
4,2024-09-24 05:35:07.000,0,1007.25,25.81,100,73.33,0.01
4,2024-09-24 05:36:07.000,0,1007.28,25.81,100,91.67,0.01
4,2024-09-24 05:37:07.000,0,1007.28,25.8,100,116.67,0.01
4,2024-09-24 05:38:07.000,0,1007.27,25.81,100,147.5,0.02
4,2024-09-24 05:39:07.000,0,1007.26,25.82,100,178.33,0.02
4,2024-09-24 05:40:07.000,0,1007.26,25.81,100,209.17,0.03
4,2024-09-24 05:41:07.000,0,1007.28,25.81,100,243.33,0.04
4,2024-09-24 05:42:07.000,0,1007.25,25.8,100,283.33,0.06
4,2024-09-24 05:43:07.000,0,1007.29,25.81,100,331.67,0.06
4,2024-09-24 05:44:07.000,0,1007.3,25.8,100,384.17,0.08
4,2024-09-24 05:45:07.000,0,1007.28,25.78,100,444.17,0.11
4,2024-09-24 05:46:07.000,0,1007.3,25.76,100,517.5,0.14
4,2024-09-24 05:47:07.000,0,1007.32,25.75,100,613.33,0.22
4,2024-09-24 05:48:07.000,0,1007.33,25.74,100,712.5,0.29
4,2024-09-24 05:49:07.000,0,1007.34,25.75,100,783.33,0.39
4,2024-09-24 05:50:07.000,0,1007.37,25.78,100,854.17,0.47
4,2024-09-24 05:51:07.000,0,1007.39,25.78,100,920.83,0.47
4,2024-09-24 05:52:07.000,0,1007.42,25.8,100,1004.17,0.6
4,2024-09-24 05:53:07.000,0,1007.44,25.82,100,1102.5,0.66
4,2024-09-24 05:54:07.000,0,1007.41,25.84,100,1186.67,0.74
4,2024-09-24 05:55:07.000,0,1007.44,25.86,100,1245,0.8
4,2024-09-24 05:56:07.000,0,1007.46,25.88,100,1293.33,0.9
4,2024-09-24 05:57:07.000,0,1007.45,25.86,100,1338.33,0.87
4,2024-09-24 05:58:07.000,0,1007.44,25.85,100,1395,0.88
4,2024-09-24 05:59:07.000,0,1007.46,25.87,100,1464.17,0.91
4,2024-09-24 06:00:07.000,0,1007.43,25.87,100,1525,1.07
4,2024-09-24 06:01:07.000,0,1007.45,25.87,100,1627.5,1.15
4,2024-09-24 06:02:07.000,0,1007.46,25.89,100,1834.17,1.38
4,2024-09-24 06:03:07.000,0,1007.47,25.9,100,2016.67,1.69
4,2024-09-24 06:04:07.000,0,1007.45,25.92,100,2223.33,2.08
4,2024-09-24 06:05:07.000,0,1007.47,25.96,100,2401.67,2.36
4,2024-09-24 06:06:07.000,0,1007.46,25.97,100,2648.33,2.81
4,2024-09-24 06:07:07.000,0,1007.54,26.01,100,2882.5,3.49
4,2024-09-24 06:08:07.000,0,1007.52,26,100,3179.17,4.38
4,2024-09-24 06:09:07.000,0,1007.53,26.02,100,3546.67,6.24
4,2024-09-24 06:10:07.000,0,1007.56,26.07,100,4024.17,9.03
4,2024-09-24 06:11:07.000,0,1007.56,26.13,100,4180,9.38
4,2024-09-24 06:12:07.000,0,1007.55,26.15,100,4370.83,9
4,2024-09-24 06:13:07.000,0,1007.58,26.19,100,4934.17,12.16
4,2024-09-24 06:14:07.000,0,1007.62,26.27,100,5451.67,16.43
4,2024-09-24 06:15:07.000,0,1007.58,26.35,100,5865,18.67
4,2024-09-24 06:16:07.000,0,1007.61,26.43,100,6060,18.8
4,2024-09-24 06:17:07.000,0,1007.61,26.5,100,6176.67,18.97
