LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
10,2024-09-16 15:05:10.000,0,1000.99,37.27,53.49,15282.92,46.98
10,2024-09-16 15:06:07.000,0.96,1000.98,37.33,53.7,15805.83,49.9
10,2024-09-16 15:07:07.000,0.35,1000.9,37.36,53.94,16580,54.45
10,2024-09-16 15:08:07.000,2,1000.97,37.25,54.4,17231.67,58.9
10,2024-09-16 15:09:07.000,1.13,1001.01,37.19,55.05,17526.67,59.56
10,2024-09-16 15:10:07.000,0.78,1001.04,37.18,55.68,17385.83,59.27
10,2024-09-16 15:11:07.000,0.96,1001.06,37.18,55.13,16967.5,56.5
10,2024-09-16 15:12:07.000,0.78,1001.06,37.18,54.47,16515,53.12
10,2024-09-16 15:13:07.000,0.7,1001.07,37.17,54.65,16400,52.9
10,2024-09-16 15:14:07.000,0.96,1001.06,37.2,54.27,16893.33,56.22
10,2024-09-16 15:15:07.000,0.87,1001.05,37.22,54.92,17405,59.56
10,2024-09-16 15:16:07.000,0.7,1001.04,37.23,54.9,17947.5,62.9
10,2024-09-16 15:17:07.000,0.52,1001.07,37.23,55.01,18016.67,64.44
10,2024-09-16 15:18:07.000,1.22,1001.07,37.22,54.98,17440.83,61.41
10,2024-09-16 15:19:07.000,0.96,1001.06,37.19,54.53,17274.17,61.55
10,2024-09-16 15:20:07.000,0.87,1001.1,37.21,55.19,17746.67,65.1
10,2024-09-16 15:21:07.000,0.52,1001.07,37.17,56.41,18812.5,71.83
10,2024-09-16 15:22:07.000,0.35,1001.03,37.06,56.38,20266.67,81.08
10,2024-09-16 15:23:07.000,0.35,1001.07,37.02,56.38,20801.67,83.64
10,2024-09-16 15:24:07.000,0.44,1001.05,37.07,56.9,20426.67,81.41
10,2024-09-16 15:25:07.000,0.61,1001.09,37.15,56.35,19962.5,79.45
10,2024-09-16 15:26:07.000,0.87,1001.04,37.19,56.49,19175.83,74.94
10,2024-09-16 15:27:07.000,0.87,1001.09,37.21,55.96,17647.5,64.8
