LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
8,2024-09-01 05:24:15.000,0,1002.96,27.89,100,25,0
8,2024-09-01 05:26:14.000,0,1002.97,27.96,100,36.67,0
8,2024-09-01 05:27:14.000,0,1002.98,28.01,100,43.33,0
8,2024-09-01 05:28:14.000,0,1002.96,27.97,100,52.5,0
8,2024-09-01 05:29:14.000,0,1002.92,27.9,100,62.5,0
8,2024-09-01 05:30:14.000,0,1002.92,27.89,100,73.33,0
8,2024-09-01 05:31:14.000,0,1002.93,27.9,100,85,0
8,2024-09-01 05:32:14.000,0,1002.97,27.88,100,99.17,0
8,2024-09-01 05:33:14.000,0,1003.02,27.83,100,115,0
8,2024-09-01 05:34:14.000,0,1002.97,27.77,100,131.67,0.01
8,2024-09-01 05:35:14.000,0,1002.98,27.75,100,150,0.01
8,2024-09-01 05:36:14.000,0,1003.05,27.7,100,168.33,0.01
8,2024-09-01 05:37:14.000,0,1003.05,27.69,100,190,0.01
8,2024-09-01 05:38:14.000,0,1003.06,27.67,100,213.33,0.01
8,2024-09-01 05:39:14.000,0,1003.1,27.66,100,237.5,0.01
8,2024-09-01 05:40:14.000,0,1003.08,27.65,100,263.33,0.01
8,2024-09-01 05:41:14.000,0,1003.08,27.64,100,290.83,0.01
8,2024-09-01 05:42:14.000,0,1003.07,27.64,100,318.33,0.01
8,2024-09-01 05:43:14.000,0,1003.1,27.66,100,347.5,0.03
8,2024-09-01 05:44:14.000,0,1003.11,27.61,100,377.5,0.03
8,2024-09-01 05:45:14.000,0,1003.16,27.62,100,406.67,0.03
8,2024-09-01 05:46:14.000,0,1003.18,27.63,100,436.67,0.03
8,2024-09-01 05:47:14.000,0,1003.24,27.62,100,466.67,0.04
8,2024-09-01 05:48:14.000,0,1003.26,27.58,100,497.5,0.04
8,2024-09-01 05:49:14.000,0,1003.28,27.54,100,529.17,0.04
8,2024-09-01 05:50:14.000,0,1003.32,27.55,100,560.83,0.05
8,2024-09-01 05:51:14.000,0,1003.35,27.56,100,592.5,0.05
8,2024-09-01 05:52:14.000,0,1003.4,27.56,100,623.33,0.05
8,2024-09-01 05:53:14.000,0,1003.42,27.58,100,655.83,0.06
8,2024-09-01 05:54:14.000,0,1003.43,27.63,100,685.83,0.08
8,2024-09-01 05:55:14.000,0,1003.48,27.67,100,715.83,0.08
8,2024-09-01 05:56:14.000,0,1003.49,27.72,100,746.67,0.08
8,2024-09-01 05:57:14.000,0,1003.52,27.76,100,777.5,0.09
8,2024-09-01 05:58:14.000,0,1003.53,27.76,100,808.33,0.09
8,2024-09-01 05:59:14.000,0,1003.55,27.73,100,838.33,0.1
8,2024-09-01 06:00:14.000,0,1003.53,27.69,100,870,0.1
8,2024-09-01 06:01:14.000,0,1003.6,27.7,100,899.17,0.15
8,2024-09-01 06:02:14.000,0,1003.48,27.61,100,929.17,0.15
8,2024-09-01 06:03:14.000,0,1003.63,27.67,100,959.17,0.15
8,2024-09-01 06:04:14.000,0,1003.62,27.63,100,990,0.15
8,2024-09-01 06:05:14.000,0,1003.69,27.62,100,1020.83,0.16
8,2024-09-01 06:06:14.000,0,1003.69,27.58,100,1050,0.16
8,2024-09-01 06:07:14.000,0,1003.71,27.57,100,1076.67,0.18
8,2024-09-01 06:08:15.000,0,1003.72,27.53,100,1106.67,0.17
8,2024-09-01 06:09:14.000,0,1003.71,27.5,100,1135,0.18
8,2024-09-01 06:10:14.000,0,1003.73,27.49,100,1162.5,0.18
8,2024-09-01 06:11:14.000,0,1003.74,27.47,100,1189.17,0.18
8,2024-09-01 06:12:14.000,0,1003.71,27.45,100,1216.67,0.18
8,2024-09-01 06:13:14.000,0,1003.77,27.43,100,1243.33,0.25
8,2024-09-01 06:14:14.000,0,1003.77,27.42,100,1271.67,0.25
8,2024-09-01 06:15:14.000,0,1003.77,27.44,100,1296.67,0.27
8,2024-09-01 06:16:14.000,0,1003.8,27.4,100,1324.17,0.26
8,2024-09-01 06:17:14.000,0,1003.83,27.43,100,1349.17,0.28
8,2024-09-01 06:18:14.000,0,1003.85,27.5,100,1376.67,0.27
8,2024-09-01 06:19:14.000,0,1003.83,27.51,100,1402.5,0.27
8,2024-09-01 06:20:14.000,0,1003.87,27.52,100,1430,0.28
8,2024-09-01 06:21:14.000,0,1003.85,27.52,100,1457.5,0.3
8,2024-09-01 06:22:14.000,0,1003.81,27.54,100,1483.33,0.37
8,2024-09-01 06:23:14.000,0,1003.86,27.61,100,1513.33,0.38
8,2024-09-01 06:24:14.000,0,1003.89,27.66,100,1543.33,0.38
8,2024-09-01 06:25:14.000,0,1003.9,27.69,100,1570,0.39
8,2024-09-01 06:26:14.000,0,1003.93,27.73,100,1596.67,0.4
8,2024-09-01 06:27:14.000,0,1003.97,27.79,100,1626.67,0.4
8,2024-09-01 06:28:14.000,0,1003.92,27.82,100,1659.17,0.42
8,2024-09-01 06:29:14.000,0,1004.01,27.84,100,1685.83,0.42
8,2024-09-01 06:30:14.000,0,1004.03,27.79,100,1715.83,0.5
8,2024-09-01 06:31:14.000,0,1003.99,27.72,100,1745,0.55
8,2024-09-01 06:32:14.000,0,1004.01,27.69,100,1778.33,0.53
8,2024-09-01 06:33:14.000,0,1004.02,27.64,100,1806.67,0.55
8,2024-09-01 06:34:14.000,0,1004.07,27.6,100,1841.67,0.55
8,2024-09-01 06:35:14.000,0,1004,27.56,100,1872.5,0.66
8,2024-09-01 06:36:14.000,0,1004.06,27.6,100,1906.67,0.68
8,2024-09-01 06:37:14.000,0,1004.08,27.61,100,1940.83,0.69
8,2024-09-01 06:38:14.000,0,1004.07,27.57,100,1977.5,0.7
8,2024-09-01 06:39:14.000,0,1004.09,27.56,100,2011.67,0.73
8,2024-09-01 06:40:14.000,0,1004.12,27.56,100,2046.67,0.76
8,2024-09-01 06:41:14.000,0,1004.1,27.58,100,2084.17,0.77
8,2024-09-01 06:42:14.000,0,1004.15,27.63,100,2123.33,0.86
8,2024-09-01 06:43:14.000,0,1004.22,27.66,100,2157.5,0.9
8,2024-09-01 06:44:14.000,0,1004.22,27.64,100,2193.33,0.92
8,2024-09-01 06:45:14.000,0,1004.27,27.65,100,2228.33,0.93
8,2024-09-01 06:46:14.000,0,1004.26,27.69,100,2265,1.05
8,2024-09-01 06:47:15.000,0,1004.27,27.76,100,2292.5,1.11
8,2024-09-01 06:48:14.000,0,1004.33,27.82,100,2328.33,1.12
