LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
3,2024-03-09 14:06:42.000,0,1015.57,17.52,50.71,7444.58,12.28
3,2024-03-09 14:07:38.000,2,1015.57,17.71,50.37,8425.83,16.26
3,2024-03-09 14:08:38.000,3.05,1015.65,17.71,49.53,9068.33,18.32
3,2024-03-09 14:09:38.000,3.14,1015.71,17.7,50.13,8687.5,16.49
3,2024-03-09 14:10:38.000,3.4,1015.71,17.64,50.09,8210,14.88
3,2024-03-09 14:11:38.000,4.7,1015.75,17.54,50.41,8515.83,16.57
3,2024-03-09 14:12:38.000,2.18,1015.78,17.74,50.04,9860,22.32
3,2024-03-09 14:13:38.000,2.87,1015.67,17.83,49.9,11572.5,30.05
3,2024-03-09 14:14:38.000,2.18,1015.59,18.02,49.42,11944.17,31.41
3,2024-03-09 14:15:38.000,0.96,1015.48,18.26,49.02,11516.67,29.1
3,2024-03-09 14:16:38.000,1.48,1015.55,18.46,48.75,11402.5,29.06
3,2024-03-09 14:17:38.000,2.61,1015.56,18.49,48.45,11840,31.05
3,2024-03-09 14:18:38.000,2.09,1015.57,18.51,47.97,11322.5,28.7
3,2024-03-09 14:19:38.000,2.26,1015.61,18.52,48.25,12414.17,33.87
3,2024-03-09 14:20:38.000,2.26,1015.65,18.46,47.92,12863.33,35.2
3,2024-03-09 14:21:38.000,1.65,1015.66,18.54,48.12,12530,33.65
3,2024-03-09 14:22:38.000,1.92,1015.65,18.55,47.86,11969.17,30.89
3,2024-03-09 14:23:38.000,1.83,1015.71,18.52,48.18,11675.83,29.06
3,2024-03-09 14:24:38.000,2.53,1015.63,18.51,48.44,11301.67,27.73
3,2024-03-09 14:25:38.000,2,1015.68,18.42,48.24,11245.83,27.73
3,2024-03-09 14:26:38.000,1.39,1015.68,18.45,48.24,11626.67,28.7
3,2024-03-09 14:27:38.000,4.27,1015.73,18.26,48.44,10605.83,25.29
3,2024-03-09 14:28:38.000,1.39,1015.65,18.43,48.07,10626.67,25.66
3,2024-03-09 14:29:38.000,1.05,1015.66,18.58,47.87,10238.33,24.16
3,2024-03-09 14:30:38.000,3.14,1015.64,18.35,48.14,10025.83,22.35
3,2024-03-09 14:31:38.000,0.96,1015.6,18.46,48.01,9754.17,21.29
3,2024-03-09 14:32:38.000,1.39,1015.62,18.33,48.75,9955.83,23.31
3,2024-03-09 14:33:38.000,1.48,1015.65,18.24,47.89,10800,27.83
3,2024-03-09 14:34:38.000,1.48,1015.69,18.34,48.38,11504.17,31.16
3,2024-03-09 14:35:38.000,1.83,1015.72,18.32,47.88,11442.5,29.95
3,2024-03-09 14:36:38.000,2.79,1015.74,18.15,48.36,10107.5,22.26
3,2024-03-09 14:37:38.000,2,1015.82,18.12,48.7,8940,17.32
3,2024-03-09 14:38:38.000,2.44,1015.86,18,49.19,8400.83,15.54
3,2024-03-09 14:39:38.000,1.13,1015.8,18.07,48.89,8463.33,15.76
3,2024-03-09 14:40:38.000,1.05,1015.73,18.16,48.64,8729.17,16.64
3,2024-03-09 14:41:38.000,0.7,1015.76,18.17,48.97,8855,17.39
3,2024-03-09 14:42:38.000,1.65,1015.78,18.12,49.16,8717.5,17.36
3,2024-03-09 14:43:38.000,0.87,1015.83,18.17,49.61,8730,18
3,2024-03-09 14:44:38.000,3.66,1015.82,17.97,49.56,9207.5,20.33
3,2024-03-09 14:45:38.000,1.74,1015.78,17.95,49.89,9805.83,23.27
3,2024-03-09 14:46:38.000,1.83,1015.69,17.99,49.93,10516.67,26.75
3,2024-03-09 14:47:38.000,1.57,1015.68,18.01,50.15,10540,26.4
3,2024-03-09 14:48:38.000,0.96,1015.66,18.15,49.54,10788.33,28.9
3,2024-03-09 14:49:38.000,0.44,1015.68,18.26,49.16,10275.83,24.62
3,2024-03-09 14:50:38.000,0.87,1015.79,18.22,49.99,9065.83,18.56
3,2024-03-09 14:51:38.000,1.83,1015.85,18.09,49.8,8536.67,16.77
3,2024-03-09 14:52:38.000,1.65,1015.87,18.06,49.77,8545,16.61
3,2024-03-09 14:53:38.000,3.14,1015.87,17.93,50.27,9258.33,19.35
3,2024-03-09 14:54:38.000,2.09,1015.83,18.02,50.17,10447.5,25.38
3,2024-03-09 14:55:38.000,2.09,1015.84,18.03,49.25,10850,26.59
3,2024-03-09 14:56:38.000,1.13,1015.79,18.16,49.84,11285,29.74
3,2024-03-09 14:57:38.000,2.35,1015.78,18.11,49.69,11399.17,28.96
3,2024-03-09 14:58:38.000,2.26,1015.73,18.1,49.28,11960.83,31.26
3,2024-03-09 14:59:38.000,2.7,1015.72,18.08,50.02,9913.33,22.09
3,2024-03-09 15:00:38.000,2.96,1015.74,17.92,49.88,9009.17,17.55
3,2024-03-09 15:01:38.000,2.35,1015.72,17.88,49.87,7960,13.9
3,2024-03-09 15:02:38.000,0.87,1015.72,17.92,50.36,7405.83,12.34
3,2024-03-09 15:03:38.000,2.09,1015.71,17.84,50.14,7300,12.28
3,2024-03-09 15:04:38.000,1.83,1015.69,17.81,50.23,7254.17,12.25
3,2024-03-09 15:05:38.000,1.65,1015.77,17.73,50.1,7057.5,11.56
3,2024-03-09 15:06:38.000,1.65,1015.76,17.67,50.75,6743.33,10.3
3,2024-03-09 15:07:38.000,3.31,1015.7,17.5,51.49,6497.5,9.05
3,2024-03-09 15:08:38.000,2.35,1015.74,17.38,51.71,6319.17,8.74
3,2024-03-09 15:09:38.000,2.35,1015.74,17.36,51.69,6315,8.71
3,2024-03-09 15:10:38.000,3.05,1015.71,17.35,52.24,6535.83,9.4
3,2024-03-09 15:11:38.000,2.09,1015.65,17.42,52.06,6880,10.2
3,2024-03-09 15:12:38.000,1.39,1015.67,17.49,51.95,7148.33,10.42
3,2024-03-09 15:13:38.000,1.05,1015.7,17.62,51.83,7187.5,10.36
3,2024-03-09 15:14:38.000,0.78,1015.76,17.67,51.51,7031.67,10.2
