LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
14,2024-02-14 15:22:05.000,3.05,1012.37,27.36,44.77,54612.5,1154.19
14,2024-02-14 15:23:05.000,1.22,1012.36,28.26,42.89,71763.59,1140.83
14,2024-02-14 15:24:05.000,0.44,1012.42,29.23,40.58,71445.55,1132.58
14,2024-02-14 15:25:05.000,1.39,1012.43,29.19,40.73,71073.59,1119.11
14,2024-02-14 15:26:05.000,1.05,1012.4,29.19,41.09,70363.83,1104.13
14,2024-02-14 15:27:05.000,0.26,1012.44,29.92,39.7,69840.94,1089.02
14,2024-02-14 15:28:05.000,0,1012.47,30.77,37.52,69463.59,1080.6
14,2024-02-14 15:29:05.000,0.7,1012.42,30.15,37.86,68960.47,1069.58
14,2024-02-14 15:30:05.000,1.31,1012.45,30.32,37.6,68888.59,1068.39
14,2024-02-14 15:31:05.000,1.57,1012.45,29.51,38.87,68024.3,1047.6
14,2024-02-14 15:32:05.000,0.61,1012.45,30.08,38.4,67488.83,1031.36
14,2024-02-14 15:33:05.000,0.78,1012.51,30.97,36.44,66703.59,1013.26
14,2024-02-14 15:34:05.000,0.61,1012.51,31.05,36.34,65950.7,995.33
14,2024-02-14 15:35:05.000,0.7,1012.47,31.1,36.31,65792.58,991.64
14,2024-02-14 15:36:05.000,1.05,1012.5,29.73,39.5,64888.75,969.92
14,2024-02-14 15:37:05.000,0.96,1012.46,30.45,38.29,64198.75,950.68
14,2024-02-14 15:38:05.000,0.44,1012.46,30.55,38.08,63808.82,938.33
14,2024-02-14 15:39:05.000,1.22,1012.4,29.52,40.4,62933.75,920.52
14,2024-02-14 15:40:05.000,2.09,1012.38,28.34,43.04,62184.45,904.2
14,2024-02-14 15:41:05.000,1.48,1012.34,27.73,44.6,61467.5,885.09
14,2024-02-14 15:42:05.000,1.57,1012.31,27.96,44.44,61095.54,878.36
14,2024-02-14 15:43:05.000,1.92,1012.39,28.25,43.79,60549.29,870.27
14,2024-02-14 15:44:05.000,1.13,1012.41,28.47,43.12,60030,853.86
14,2024-02-14 15:45:05.000,1.65,1012.36,28.86,42.31,59433.43,840.58
14,2024-02-14 15:46:05.000,0.96,1012.39,28.22,43.99,58831.48,825.82
14,2024-02-14 15:47:05.000,0.78,1012.39,28.49,43.31,57924.06,807.56
14,2024-02-14 15:48:05.000,0.96,1012.41,26.82,47.23,56838.75,778.26
14,2024-02-14 15:49:05.000,1.48,1012.42,26.72,47.47,55633.04,751.3
