LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
6,2024-05-14 16:50:07.000,0,1006.95,25.15,63.45,5500.83,6.29
6,2024-05-14 16:51:04.000,0.61,1007.46,25.52,63.11,5389.17,6.17
6,2024-05-14 16:52:04.000,0,1007.75,25.73,63.25,5675.83,7.28
6,2024-05-14 16:53:04.000,0,1007.83,25.73,63.06,6033.33,8.43
6,2024-05-14 16:54:04.000,0,1007.77,25.74,62.96,6390,9.2
6,2024-05-14 16:55:04.000,0.7,1007.7,25.68,63.3,6345.83,9.76
6,2024-05-14 16:56:04.000,0.26,1007.69,25.64,63.29,6322.5,10
6,2024-05-14 16:57:04.000,0.44,1007.8,25.7,63.45,6307.5,9.94
6,2024-05-14 16:58:04.000,0,1007.33,25.39,63.46,6150,9.2
6,2024-05-14 16:59:04.000,0.17,1007.95,25.72,63.69,5865,8.43
6,2024-05-14 17:00:04.000,0,1007.97,25.73,63.59,5415.83,6.85
6,2024-05-14 17:01:04.000,0.35,1007.93,25.6,63.91,4968.33,6
6,2024-05-14 17:02:04.000,0,1007.48,25.27,64.13,4661.67,5.22
6,2024-05-14 17:03:04.000,0,1007.82,25.47,64.21,4734.17,5.57
6,2024-05-14 17:04:04.000,0,1007.53,25.21,64.51,5075,6.55
6,2024-05-14 17:05:04.000,0.44,1007.56,25.22,64.46,5147.5,6.24
6,2024-05-14 17:06:04.000,0.87,1007.84,25.35,64.72,5040,5.78
6,2024-05-14 17:07:04.000,1.13,1007.59,25.16,65.19,4826.67,5.22
6,2024-05-14 17:08:04.000,1.05,1008.01,25.31,65.56,4658.33,4.7
6,2024-05-14 17:09:04.000,0.7,1007.96,25.25,65.98,4335.83,4.14
6,2024-05-14 17:10:04.000,0.44,1007.97,25.22,66.06,4163.33,3.72
6,2024-05-14 17:11:04.000,0.35,1008,25.19,66.21,3897.5,3.24
6,2024-05-14 17:12:04.000,0.52,1008.08,25.21,66.27,3592.5,2.64
6,2024-05-14 17:13:04.000,0.44,1008.13,25.13,66.94,3091.67,1.99
6,2024-05-14 17:14:04.000,1.13,1007.63,24.71,66.91,2620.83,1.42
6,2024-05-14 17:15:04.000,1.05,1008.14,24.92,67.28,2377.5,1.21
6,2024-05-14 17:16:04.000,0.87,1008.09,24.85,67.81,2296.67,1.17
6,2024-05-14 17:17:04.000,0.35,1008.1,24.87,67.63,2249.17,1.14
6,2024-05-14 17:18:04.000,0.26,1008.1,24.84,67.9,2253.33,1.03
6,2024-05-14 17:19:04.000,0,1007.81,24.67,67.81,2395.83,1.33
6,2024-05-14 17:20:04.000,0.44,1007.48,24.47,67.81,2508.33,1.34
6,2024-05-14 17:21:04.000,0.26,1008.11,24.81,67.87,2515,1.34
6,2024-05-14 17:22:04.000,0.35,1008.08,24.79,68.25,2287.5,0.99
6,2024-05-14 17:23:04.000,0.35,1007.62,24.46,68.31,1905,0.75
6,2024-05-14 17:24:04.000,0,1008.15,24.76,68.61,1671.67,0.61
6,2024-05-14 17:25:04.000,0.96,1008.22,24.67,68.97,1625,0.62
6,2024-05-14 17:26:04.000,0.61,1008.22,24.63,69.07,1649.17,0.75
6,2024-05-14 17:27:04.000,0,1008.19,24.63,69.16,1743.33,0.89
6,2024-05-14 17:28:04.000,0.17,1008.14,24.63,69.33,1814.17,0.93
6,2024-05-14 17:29:04.000,0.52,1007.9,24.52,69.46,1994.17,1.11
6,2024-05-14 17:30:04.000,1.31,1008.05,24.54,69.79,2205,1.2
6,2024-05-14 17:31:04.000,0.26,1008.05,24.58,69.62,2067.5,0.95
6,2024-05-14 17:32:04.000,0.26,1008.17,24.62,69.83,1890.83,0.91
6,2024-05-14 17:33:04.000,0.17,1008.15,24.64,69.4,2039.17,0.97
6,2024-05-14 17:34:04.000,0.35,1008.06,24.58,69.73,2336.67,1.41
6,2024-05-14 17:35:04.000,0.17,1008.16,24.66,69.66,2605.83,1.71
6,2024-05-14 17:36:04.000,0.52,1007.99,24.58,70.08,2702.5,1.88
6,2024-05-14 17:37:04.000,0,1008.08,24.6,70.07,2624.17,1.63
6,2024-05-14 17:38:04.000,0.78,1008.07,24.61,69.55,2402.5,1.37
6,2024-05-14 17:39:04.000,0.7,1008.13,24.61,69.79,2174.17,1.16
6,2024-05-14 17:40:04.000,1.74,1008.15,24.57,69.83,2074.17,1.12
6,2024-05-14 17:41:05.000,0.52,1008.13,24.58,69.76,2054.17,1.14
6,2024-05-14 17:42:05.000,0.52,1008.17,24.53,69.8,2031.67,1.14
6,2024-05-14 17:43:05.000,0,1008.15,24.57,69.87,2009.17,1.16
6,2024-05-14 17:44:05.000,0.61,1008.2,24.59,69.74,1975,1.17
6,2024-05-14 17:45:05.000,0,1008.22,24.55,70.08,1900,1.12
6,2024-05-14 17:46:05.000,0.17,1008.26,24.56,69.97,1804.17,0.97
6,2024-05-14 17:47:05.000,0,1008.26,24.54,70.12,1711.67,0.93
6,2024-05-14 17:48:05.000,0,1008.24,24.51,69.93,1633.33,0.9
6,2024-05-14 17:49:05.000,0.52,1008.31,24.49,70.34,1593.33,0.79
6,2024-05-14 17:50:05.000,0.26,1008.27,24.5,69.59,1604.17,0.78
6,2024-05-14 17:51:05.000,0.26,1008.3,24.52,69.63,1626.67,0.77
6,2024-05-14 17:52:05.000,0.17,1008.23,24.47,69.57,1626.67,0.75
6,2024-05-14 17:53:05.000,0,1008.2,24.45,69.71,1566.67,0.62
6,2024-05-14 17:54:05.000,0,1008.17,24.41,69.75,1440.83,0.56
6,2024-05-14 17:55:05.000,0.17,1008.17,24.38,69.89,1278.33,0.41
6,2024-05-14 17:56:05.000,0.44,1008.2,24.33,70.02,1099.17,0.29
6,2024-05-14 17:57:05.000,0.87,1008.35,24.39,69.92,977.5,0.25
6,2024-05-14 17:58:05.000,0.35,1008.3,24.35,70.05,862.5,0.18
6,2024-05-14 17:59:05.000,1.57,1008.43,24.32,70.35,755,0.16
6,2024-05-14 18:00:05.000,1.31,1008.37,24.24,70.64,674.17,0.12
6,2024-05-14 18:01:05.000,0.26,1008.34,24.26,70.47,610.83,0.09
6,2024-05-14 18:02:05.000,0,1008.43,24.29,70.52,582.5,0.08
6,2024-05-14 18:03:05.000,0,1008.28,24.25,70.64,575.83,0.08
6,2024-05-14 18:04:05.000,0.87,1008.29,24.21,70.73,572.5,0.08
6,2024-05-14 18:05:05.000,0.44,1008.26,24.21,70.55,561.67,0.08
6,2024-05-14 18:06:05.000,0,1008.38,24.27,70.64,545.83,0.08
6,2024-05-14 18:07:05.000,0,1008.4,24.27,70.82,525.83,0.09
6,2024-05-14 18:08:05.000,0.35,1008.42,24.26,70.48,505,0.07
6,2024-05-14 18:09:05.000,0,1008.41,24.24,70.9,486.67,0.07
6,2024-05-14 18:10:05.000,0,1008.19,23.91,70.67,482.5,0.06
6,2024-05-14 18:11:05.000,0.52,1008.17,24.05,70.83,495,0.06
6,2024-05-14 18:12:05.000,0.7,1008.45,24.2,71.07,518.33,0.08
6,2024-05-14 18:13:05.000,0.52,1008.47,24.21,70.99,540,0.08
6,2024-05-14 18:14:05.000,0.17,1008.44,24.16,71.13,545.83,0.09
6,2024-05-14 18:15:05.000,0.61,1008.46,24.14,71.34,528.33,0.08
6,2024-05-14 18:16:05.000,0.44,1008.46,24.11,71.53,495.83,0.08
6,2024-05-14 18:17:05.000,0.61,1008.42,24.08,71.53,461.67,0.08
6,2024-05-14 18:18:05.000,0.87,1008.43,24.01,71.83,435,0.06
6,2024-05-14 18:19:05.000,0.35,1008.47,24.05,71.9,405,0.05
6,2024-05-14 18:20:05.000,0.7,1008.36,23.96,71.85,370,0.04
6,2024-05-14 18:21:05.000,0.26,1008.52,24.04,71.98,333.33,0.04
6,2024-05-14 18:22:05.000,0.78,1008.3,23.88,71.99,298.33,0.03
6,2024-05-14 18:23:05.000,0.35,1008.54,24.03,72.17,271.67,0.02
6,2024-05-14 18:24:05.000,0.26,1008.56,24.01,72.1,251.67,0.03
6,2024-05-14 18:25:05.000,0.87,1008.52,23.98,72.02,235,0.02
6,2024-05-14 18:26:05.000,0.17,1008.57,24,71.79,217.5,0.02
6,2024-05-14 18:27:05.000,0.52,1008.52,23.98,71.91,196.67,0.01
6,2024-05-14 18:28:05.000,0,1008.57,24,71.85,179.17,0.01
6,2024-05-14 18:29:05.000,0.7,1008.43,23.92,71.96,162.5,0.01
6,2024-05-14 18:30:05.000,0.7,1008.39,23.91,72.03,145.83,0.01
6,2024-05-14 18:31:05.000,0.61,1008.49,23.91,72.2,130,0.01
6,2024-05-14 18:32:05.000,0.26,1008.57,23.94,72.22,113.33,0.01
6,2024-05-14 18:33:05.000,0.35,1008.5,23.94,72.02,95.83,0.01
6,2024-05-14 18:34:05.000,0.7,1007.88,23.81,72.35,80,0.01
6,2024-05-14 18:35:05.000,0.61,1008.45,23.84,72.48,67.5,0
6,2024-05-14 18:36:05.000,0.35,1008.53,23.9,72.37,56.67,0
6,2024-05-14 18:37:05.000,0.61,1008.51,23.86,72.37,46.67,0
6,2024-05-14 18:38:05.000,0.52,1008.39,23.77,72.54,39.17,0
6,2024-05-14 18:39:05.000,0.44,1007.82,23.4,72.39,31.67,0
6,2024-05-14 18:40:05.000,0.96,1008.04,23.53,72.56,25,0
6,2024-05-14 18:41:05.000,1.22,1007.79,23.36,72.58,20,0
6,2024-05-15 04:58:05.000,0,1008.45,22,86.45,24.17,0
6,2024-05-15 04:59:05.000,0,1008.44,22,86.9,30,0
6,2024-05-15 05:00:05.000,0,1008.43,21.98,86.62,37.5,0
6,2024-05-15 05:01:05.000,0,1008.48,21.98,86.49,46.67,0
6,2024-05-15 05:02:05.000,0,1008.46,21.97,86.48,59.17,0.01
6,2024-05-15 05:03:05.000,0,1008.47,21.98,86.92,72.5,0.01
6,2024-05-15 05:04:05.000,0,1008.47,21.98,86.88,88.33,0
6,2024-05-15 05:05:06.000,0,1008.47,21.97,87,107.5,0.01
6,2024-05-15 05:06:06.000,0,1008.44,21.95,86.89,127.5,0.01
6,2024-05-15 05:07:06.000,0,1008.49,21.96,86.91,149.17,0.01
6,2024-05-15 05:08:06.000,0,1008.49,21.94,86.78,174.17,0.02
6,2024-05-15 05:09:06.000,0,1008.45,21.92,86.63,200.83,0.03
6,2024-05-15 05:10:06.000,0,1008.42,21.92,87.03,230,0.03
6,2024-05-15 05:11:06.000,0,1008.43,21.93,86.88,262.5,0.04
6,2024-05-15 05:12:06.000,0,1008.46,21.93,87.56,299.17,0.05
6,2024-05-15 05:13:06.000,0,1008.43,21.91,86.8,338.33,0.04
6,2024-05-15 05:14:06.000,0,1008.46,21.91,86.83,378.33,0.06
6,2024-05-15 05:15:06.000,0,1008.48,21.91,86.57,420.83,0.08
6,2024-05-15 05:16:06.000,0,1008.46,21.91,86.51,467.5,0.08
6,2024-05-15 05:17:06.000,0,1008.52,21.92,86.4,520.83,0.1
6,2024-05-15 05:18:06.000,0,1008.51,21.92,86.4,580,0.1
6,2024-05-15 05:19:06.000,0,1008.58,21.95,86.54,646.67,0.13
6,2024-05-15 05:20:06.000,0,1008.55,21.97,86.96,719.17,0.13
6,2024-05-15 05:21:06.000,0,1008.58,21.98,86.63,798.33,0.19
6,2024-05-15 05:22:06.000,0,1008.58,22.02,86.37,887.5,0.26
6,2024-05-15 05:23:06.000,0,1008.59,22.05,86.21,980.83,0.27
6,2024-05-15 05:24:06.000,0,1008.59,22.09,86.49,1075,0.3
6,2024-05-15 05:25:06.000,0,1008.59,22.12,86.4,1175.83,0.37
6,2024-05-15 05:26:06.000,0,1008.63,22.15,86.09,1290.83,0.41
6,2024-05-15 05:27:06.000,0,1008.65,22.18,86.08,1440,0.55
6,2024-05-15 05:28:06.000,0,1008.63,22.21,85.85,1600,0.61
6,2024-05-15 05:29:06.000,0,1008.6,22.25,85.84,1746.67,0.73
6,2024-05-15 05:30:06.000,0,1008.6,22.3,85.44,1875.83,0.91
6,2024-05-15 05:31:06.000,0,1008.65,22.36,85.16,1975,0.95
6,2024-05-15 05:32:06.000,0,1008.7,22.4,84.91,2050.83,1.07
6,2024-05-15 05:33:06.000,0,1008.7,22.44,84.84,2114.17,1.12
6,2024-05-15 05:34:06.000,0,1008.71,22.49,84.63,2196.67,1.17
6,2024-05-15 05:35:06.000,0,1008.7,22.53,84.5,2315,1.32
6,2024-05-15 05:36:06.000,0,1008.73,22.59,84.22,2495.83,1.45
6,2024-05-15 05:37:06.000,0,1008.73,22.65,84.04,2717.5,1.71
6,2024-05-15 05:38:06.000,0,1008.73,22.73,83.75,2955.83,2.03
6,2024-05-15 05:39:06.000,0,1008.77,22.82,83.43,3171.67,2.3
6,2024-05-15 05:40:06.000,0,1008.71,22.89,83.03,3340,2.62
6,2024-05-15 05:41:06.000,0,1008.74,22.98,82.97,3455,2.66
6,2024-05-15 05:42:06.000,0,1008.72,23.04,82.81,3550,2.92
6,2024-05-15 05:43:06.000,0,1008.72,23.09,82.58,3671.67,3.08
6,2024-05-15 05:44:06.000,0,1008.7,23.15,82.22,3853.33,3.37
6,2024-05-15 05:45:06.000,0,1008.72,23.2,81.95,4040,3.44
6,2024-05-15 05:46:06.000,0,1008.72,23.24,81.92,4028.33,3.31
6,2024-05-15 05:47:06.000,0,1008.76,23.28,81.67,4136.67,3.37
6,2024-05-15 05:48:06.000,0,1008.79,23.33,81.46,4600,4.26
6,2024-05-15 05:49:06.000,0,1008.8,23.39,81.3,4822.5,4.75
6,2024-05-15 05:50:06.000,0,1008.81,23.45,80.94,5104.17,5.32
6,2024-05-15 05:51:06.000,0,1008.87,23.55,80.68,5375.83,6.14
6,2024-05-15 05:52:06.000,0,1008.89,23.62,80.32,5664.17,6.68
6,2024-05-15 05:53:06.000,0,1008.87,23.73,80.04,5968.33,7.36
6,2024-05-15 05:54:06.000,0,1008.87,23.82,79.66,6255,7.88
6,2024-05-15 05:55:06.000,0,1008.85,23.93,79.38,6470.83,8.4
6,2024-05-15 05:56:06.000,0,1008.86,24.02,79.03,6698.33,8.62
6,2024-05-15 05:57:06.000,0,1008.87,24.12,78.49,7010.83,9.7
6,2024-05-15 05:58:06.000,0,1008.91,24.2,78.24,7328.33,10.42
6,2024-05-15 05:59:06.000,0,1008.9,24.27,78.03,7400,10.54
6,2024-05-15 06:00:06.000,0,1008.91,24.33,77.72,7329.17,10.06
6,2024-05-15 06:01:06.000,0,1008.94,24.36,77.41,7678.33,11.26
6,2024-05-15 06:02:06.000,0,1009.01,24.43,77.29,8163.33,12.65
6,2024-05-15 06:03:06.000,0,1008.97,24.58,76.94,8430,13.23
6,2024-05-15 06:04:06.000,0,1009.04,24.87,76.11,8185,12.05
